CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
4261,2019-11-03,Mechanic,Full-time,2020-07-12,3707.75,Jasonport,Construction,Mechanic responsible for various operational tasks.,On-site,Zachary Gonzales,Phone,Active
4262,2013-05-30,Mechanic,Full-time,2014-05-11,7241.64,West Amanda,Construction,Mechanic responsible for various operational tasks.,On-site,Christopher Khan,Phone,Active
4263,2010-12-17,Cashier,Full-time,2011-12-06,2901.73,Vargasside,Technology,Cashier responsible for various operational tasks.,On-site,Hannah Velasquez,Email,Active
4264,2022-05-02,Mechanic,Full-time,2022-12-07,6703.48,West Valerieport,Finance,Mechanic responsible for various operational tasks.,On-site,Lisa Obrien,Phone,Active
4265,2014-01-15,Sales Associate,Full-time,2014-01-16,3639.13,Lauraburgh,Transportation,Sales Associate responsible for various operational tasks.,Remote,April Doyle,Email,Active
4266,2015-08-08,Warehouse Worker,Full-time,2015-10-24,6480.87,Mclaughlinshire,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Jasmine Williams,Phone,Active
4267,2015-05-02,Nurse,Full-time,2015-10-31,2761.36,Oconnorfurt,Healthcare,Nurse responsible for various operational tasks.,On-site,Ms. Shirley Clark,Web,Active
4268,2020-10-07,Cashier,Full-time,2021-08-23,2196.22,South Janet,Manufacturing,Cashier responsible for various operational tasks.,On-site,Joshua Thompson,Web,Active
4269,2014-01-25,Warehouse Worker,Full-time,2014-08-14,1977.45,North John,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Crystal Burton,Email,Active
4270,2010-01-10,Cashier,Full-time,2010-11-01,3108.57,Walshshire,Hospitality,Cashier responsible for various operational tasks.,On-site,Cody Williams,Email,Active
4271,2007-07-31,Office Clerk,Full-time,2007-12-14,2631.58,Isaiahburgh,Construction,Office Clerk responsible for various operational tasks.,On-site,Leslie Gutierrez,Email,Active
4272,2020-10-14,Cashier,Full-time,2021-07-14,2905.28,Torresberg,Manufacturing,Cashier responsible for various operational tasks.,On-site,Scott Wright,Web,Active
4273,2023-12-18,Mechanic,Full-time,2024-11-27,2048.29,Williamville,Hospitality,Mechanic responsible for various operational tasks.,On-site,Valerie Lewis,Phone,Active
4274,2009-04-17,Sales Associate,Full-time,2009-11-21,5597.0,Lake Linda,Retail,Sales Associate responsible for various operational tasks.,On-site,Chloe Richmond,Phone,Active
4275,2017-05-23,Security Guard,Full-time,2018-05-23,6805.09,Ortizborough,Manufacturing,Security Guard responsible for various operational tasks.,Hybrid,Troy Page,Email,Active
4276,2010-01-02,Mechanic,Part-time,2010-11-05,1285.73,Littlefurt,Manufacturing,Mechanic responsible for various operational tasks.,Remote,David Larsen,Email,Terminated
4277,2009-04-07,Cashier,Full-time,2009-11-12,6649.08,Port Michaelmouth,Manufacturing,Cashier responsible for various operational tasks.,On-site,Shannon Cameron MD,Web,Active
4278,2014-02-11,Warehouse Worker,Full-time,2014-02-13,2577.96,Garyberg,Finance,Warehouse Worker responsible for various operational tasks.,Remote,Sharon Velasquez,Web,Active
4279,2015-01-09,Cashier,Full-time,2015-08-09,2091.48,East Kelly,Transportation,Cashier responsible for various operational tasks.,On-site,Randy Tran,Phone,Active
4280,2015-08-23,Sales Associate,Part-time,2015-08-21,3651.77,Parkstown,Technology,Sales Associate responsible for various operational tasks.,On-site,Eric Rice,Phone,Terminated
4281,2013-11-01,Office Clerk,Full-time,2014-10-30,7935.5,New Edgar,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Joshua Martinez,Email,Active
4282,2017-04-05,Office Clerk,Part-time,2017-04-12,6910.4,Amyhaven,Retail,Office Clerk responsible for various operational tasks.,Hybrid,Sandra Scott,Web,Active
4283,2011-08-05,Sales Associate,Full-time,2012-08-04,5995.71,New Kathryn,Construction,Sales Associate responsible for various operational tasks.,On-site,Travis Pope,Email,Active
4284,2024-04-05,Office Clerk,Full-time,2024-09-09,3239.55,Deniseberg,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Amanda King,Web,Active
4285,2007-06-29,Cashier,Full-time,2008-03-18,5468.93,Lake Eric,Retail,Cashier responsible for various operational tasks.,On-site,Austin Nolan,Web,Active
4286,2024-06-19,Warehouse Worker,Full-time,2025-04-05,2174.73,Lake Leetown,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Donna Cruz,Web,Active
4287,2018-01-10,Sales Associate,Full-time,2018-05-19,1114.19,Tabithashire,Technology,Sales Associate responsible for various operational tasks.,On-site,Michael Stephens,Web,Active
4288,2008-05-30,Nurse,Full-time,2008-10-24,3269.41,New Vincent,Healthcare,Nurse responsible for various operational tasks.,On-site,Kim Carr,Email,Active
4289,2011-12-02,Mechanic,Full-time,2012-01-08,7175.62,Justinchester,Healthcare,Mechanic responsible for various operational tasks.,On-site,Stephen Brewer,Web,Active
4290,2010-11-14,Cashier,Full-time,2011-10-29,5784.8,Jamesmouth,Retail,Cashier responsible for various operational tasks.,On-site,Breanna Turner,Email,Active
4291,2019-05-17,Sales Associate,Full-time,2020-04-11,6712.99,West Christopher,Finance,Sales Associate responsible for various operational tasks.,On-site,Joseph Scott,Web,Active
4292,2012-07-30,Sales Associate,Full-time,2012-11-25,1895.98,Adriennefort,Manufacturing,Sales Associate responsible for various operational tasks.,Remote,Donna Martinez,Email,Active
4293,2020-02-02,Office Clerk,Full-time,2020-11-30,4753.8,Smithshire,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Steven Hernandez,Phone,Active
4294,2016-10-13,Office Clerk,Full-time,2017-04-09,4607.64,Matthewburgh,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Taylor Nguyen,Phone,Active
4295,2010-02-03,Warehouse Worker,Full-time,2010-12-31,4495.69,Jennyborough,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Christina Nelson,Web,Active
4296,2011-07-11,Nurse,Full-time,2011-09-09,7869.1,Port Bradleyborough,Healthcare,Nurse responsible for various operational tasks.,On-site,Kristin Lewis,Email,Active
4297,2006-07-28,Office Clerk,Full-time,2006-11-26,5554.4,West Catherine,Construction,Office Clerk responsible for various operational tasks.,On-site,Toni Montgomery,Phone,Active
4298,2008-01-30,Cashier,Full-time,2008-03-24,5758.84,South Thomasside,Construction,Cashier responsible for various operational tasks.,On-site,Dana Benson,Phone,Active
4299,2016-12-18,Mechanic,Full-time,2017-06-27,7465.44,East Janethaven,Construction,Mechanic responsible for various operational tasks.,On-site,Oscar Bartlett,Web,Active
4300,2014-04-09,Mechanic,Full-time,2015-01-01,2615.74,North Elizabethview,Transportation,Mechanic responsible for various operational tasks.,On-site,Joseph Perez,Phone,Active
4301,2014-07-22,Warehouse Worker,Full-time,2015-03-27,6764.28,Lake Ryanport,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Brenda Atkinson,Phone,Active
4302,2006-03-29,Mechanic,Full-time,2006-08-11,642.56,Port Scottview,Construction,Mechanic responsible for various operational tasks.,On-site,Kenneth Benjamin,Web,Active
4303,2010-08-20,Sales Associate,Full-time,2011-07-19,2182.35,Hardymouth,Technology,Sales Associate responsible for various operational tasks.,On-site,Brandon Green,Email,Active
4304,2010-03-28,Office Clerk,Full-time,2010-11-23,3908.48,Joeltown,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Mariah Clark,Email,Active
4305,2013-03-22,Nurse,Full-time,2013-06-09,4554.35,North Kathrynfurt,Healthcare,Nurse responsible for various operational tasks.,On-site,Caitlin Leon,Email,Active
4306,2005-10-17,Office Clerk,Full-time,2006-08-23,1220.4,Jenniferberg,Finance,Office Clerk responsible for various operational tasks.,On-site,Ellen Cruz,Email,Active
4307,2009-02-10,Mechanic,Full-time,2010-01-03,885.58,West Lauraborough,Hospitality,Mechanic responsible for various operational tasks.,On-site,Sean Mullins,Email,Active
4308,2005-11-29,Mechanic,Full-time,2006-10-12,5611.47,Alecberg,Hospitality,Mechanic responsible for various operational tasks.,On-site,Joanna Stephenson,Web,Active
4309,2023-07-19,Mechanic,Full-time,2023-12-28,4522.65,Port Charles,Finance,Mechanic responsible for various operational tasks.,On-site,Laura Byrd,Phone,Active
4310,2016-08-23,Sales Associate,Full-time,2017-01-17,2034.38,Dianachester,Transportation,Sales Associate responsible for various operational tasks.,On-site,Amanda Stevens,Email,Active
4311,2015-03-15,Security Guard,Part-time,2015-03-06,7208.59,South Brian,Technology,Security Guard responsible for various operational tasks.,Hybrid,Gregory Jordan,Email,Active
4312,2016-10-23,Mechanic,Full-time,2017-07-17,7465.93,Hoodshire,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Catherine Miller,Email,Active
4313,2011-08-31,Software Engineer,Full-time,2012-05-07,5945.65,Hillstad,Finance,Software Engineer responsible for various operational tasks.,On-site,Richard Hodges,Web,Active
4314,2018-04-11,Warehouse Worker,Full-time,2018-07-25,2455.08,East Brenda,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Gerald Valdez,Email,Active
4315,2012-11-04,Security Guard,Full-time,2013-02-26,7015.68,Lake Sharonburgh,Finance,Security Guard responsible for various operational tasks.,On-site,Rhonda Davis,Web,Active
4316,2007-03-27,Nurse,Full-time,2007-04-10,790.03,Campbellfurt,Construction,Nurse responsible for various operational tasks.,Remote,Eddie Duncan,Web,Active
4317,2010-11-11,Mechanic,Full-time,2011-01-22,7563.15,Port Jessica,Healthcare,Mechanic responsible for various operational tasks.,On-site,Jeffery Mcbride,Web,Active
4318,2015-01-13,Security Guard,Full-time,2015-12-03,1024.52,Roberthaven,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Paige Kelly,Web,Active
4319,2019-08-04,Security Guard,Full-time,2020-03-03,4430.03,West Morgan,Finance,Security Guard responsible for various operational tasks.,On-site,Douglas Larson,Phone,Active
4320,2010-08-24,Sales Associate,Full-time,2011-03-05,5547.28,Mooreside,Retail,Sales Associate responsible for various operational tasks.,On-site,Andrea Roberts,Email,Active
4321,2006-05-01,Office Clerk,Full-time,2007-04-24,2125.78,Brownborough,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Karla Stokes,Web,Active
4322,2014-11-08,Warehouse Worker,Part-time,2015-09-11,6042.8,Lake Josephport,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,William Walter,Email,Active
4323,2006-10-11,Warehouse Worker,Full-time,2007-02-03,4221.25,Samuelfurt,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Emily Brown,Web,Active
4324,2015-04-04,Software Engineer,Full-time,2015-07-24,4097.2,New April,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Keith Williamson,Phone,Active
4325,2020-06-03,Software Engineer,Part-time,2020-06-08,7385.71,New Brent,Retail,Software Engineer responsible for various operational tasks.,On-site,Patrick Sparks,Web,Active
4326,2017-04-30,Warehouse Worker,Full-time,2017-07-09,5964.07,Danielmouth,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Charles Williams,Phone,Active
4327,2020-06-15,Warehouse Worker,Full-time,2021-02-11,3240.1,Lake Danahaven,Finance,Warehouse Worker responsible for various operational tasks.,On-site,David Martinez,Email,Active
4328,2019-11-12,Office Clerk,Part-time,2019-11-11,1649.39,Michaelside,Retail,Office Clerk responsible for various operational tasks.,Remote,Michael Atkins,Web,Terminated
4329,2022-03-28,Office Clerk,Full-time,2022-03-31,6006.22,New Bobland,Hospitality,Office Clerk responsible for various operational tasks.,Remote,Katie Orr,Email,Active
4330,2011-02-16,Sales Associate,Full-time,2011-11-18,534.57,Lake Michaeltown,Finance,Sales Associate responsible for various operational tasks.,On-site,Mr. Luke Miller PhD,Web,Active
4331,2022-08-29,Cashier,Full-time,2023-02-06,3062.74,West Karen,Manufacturing,Cashier responsible for various operational tasks.,On-site,Robert Curtis,Email,Active
4332,2019-01-27,Nurse,Full-time,2019-03-19,7515.27,West Nicholasmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Melanie Preston,Email,Active
4333,2020-06-14,Security Guard,Full-time,2020-08-09,5743.97,Littlefurt,Retail,Security Guard responsible for various operational tasks.,On-site,Linda Smith,Phone,Active
4334,2018-10-07,Warehouse Worker,Full-time,2018-11-24,4955.53,North Kyleview,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Jennifer Williams,Web,Active
4335,2014-11-09,Mechanic,Full-time,2014-11-05,7010.93,Patricktown,Healthcare,Mechanic responsible for various operational tasks.,Hybrid,Julie Thompson,Web,Active
4336,2008-08-17,Warehouse Worker,Full-time,2009-08-14,3578.97,Lake Danielview,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Ariana Ramirez,Web,Active
4337,2010-05-27,Office Clerk,Full-time,2011-03-11,1840.69,Josephburgh,Finance,Office Clerk responsible for various operational tasks.,Remote,Raven Jones,Email,Active
4338,2021-04-12,Cashier,Full-time,2021-06-02,7270.03,Andrewsburgh,Hospitality,Cashier responsible for various operational tasks.,On-site,Cody Hammond,Email,Active
4339,2009-10-07,Office Clerk,Full-time,2010-01-14,7260.41,North Daniel,Finance,Office Clerk responsible for various operational tasks.,On-site,Holly Clark,Web,Active
4340,2010-10-05,Security Guard,Full-time,2010-12-01,1618.19,New William,Retail,Security Guard responsible for various operational tasks.,On-site,Kristen Smith,Phone,Active
4341,2013-04-01,Security Guard,Full-time,2013-07-14,4050.05,Chanville,Healthcare,Security Guard responsible for various operational tasks.,On-site,Bonnie Lee,Email,Active
4342,2014-10-27,Office Clerk,Full-time,2014-12-07,2721.58,Port Aimee,Construction,Office Clerk responsible for various operational tasks.,On-site,Brittany White,Web,Active
4343,2019-01-09,Sales Associate,Full-time,2019-12-08,7655.51,Suzanneberg,Finance,Sales Associate responsible for various operational tasks.,On-site,Sandra Warner,Phone,Active
4344,2020-02-16,Nurse,Full-time,2020-08-24,2337.92,East Kelly,Healthcare,Nurse responsible for various operational tasks.,On-site,Jeffrey Huang,Web,Active
4345,2008-01-21,Nurse,Full-time,2008-10-18,7920.89,Lawsonport,Healthcare,Nurse responsible for various operational tasks.,On-site,Kyle Flores,Email,Active
4346,2020-06-08,Cashier,Full-time,2020-12-22,5087.54,Coleton,Retail,Cashier responsible for various operational tasks.,On-site,Luis Cummings,Web,Active
4347,2008-10-09,Office Clerk,Part-time,2009-10-25,4705.54,Dianechester,Construction,Office Clerk responsible for various operational tasks.,Remote,Kayla White,Email,Active
4348,2006-10-23,Software Engineer,Full-time,2007-04-25,1338.15,Lake Melissa,Technology,Software Engineer responsible for various operational tasks.,On-site,Sharon Hubbard,Web,Active
4349,2021-09-24,Nurse,Full-time,2022-06-10,649.95,Lake Robertside,Healthcare,Nurse responsible for various operational tasks.,On-site,Carolyn Santos,Email,Active
4350,2007-10-10,Software Engineer,Full-time,2008-07-09,5739.44,Port Laurabury,Construction,Software Engineer responsible for various operational tasks.,On-site,Justin Henry,Phone,Active
4351,2008-04-08,Sales Associate,Full-time,2008-06-01,5061.01,South Amy,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Bryan House,Email,Active
4352,2011-01-24,Security Guard,Full-time,2011-11-09,5514.52,Port Jenny,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Patrick Barrett,Phone,Active
4353,2012-05-05,Cashier,Part-time,2013-02-24,4109.38,South Tracymouth,Construction,Cashier responsible for various operational tasks.,Hybrid,Angela Aguirre,Email,Terminated
4354,2017-10-28,Sales Associate,Part-time,2017-10-31,5415.71,Gomezton,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Victor Holmes,Web,Active
4355,2022-09-24,Security Guard,Part-time,2022-09-23,1930.01,West Lauraberg,Healthcare,Security Guard responsible for various operational tasks.,Hybrid,Kristy Johnson,Email,Active
4356,2015-02-10,Cashier,Full-time,2015-06-28,3472.1,Kendrahaven,Manufacturing,Cashier responsible for various operational tasks.,On-site,Phillip Gilmore,Phone,Active
4357,2011-11-02,Mechanic,Full-time,2012-06-28,4326.6,Timothyton,Technology,Mechanic responsible for various operational tasks.,On-site,Emily Becker,Web,Active
4358,2009-12-16,Nurse,Full-time,2010-07-25,6654.67,Robertstad,Healthcare,Nurse responsible for various operational tasks.,On-site,Todd White,Phone,Active
4359,2008-08-03,Mechanic,Full-time,2009-02-03,4389.11,Lake Emilystad,Finance,Mechanic responsible for various operational tasks.,On-site,Teresa Richardson,Email,Active
4360,2008-07-27,Security Guard,Part-time,2008-12-12,5367.37,East Michael,Retail,Security Guard responsible for various operational tasks.,On-site,Shelley Brown,Web,Active
4361,2023-10-17,Warehouse Worker,Full-time,2024-06-01,4705.23,New Kevintown,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Daniel Flores,Web,Active
4362,2013-07-24,Nurse,Full-time,2013-08-06,512.39,Dennisburgh,Construction,Nurse responsible for various operational tasks.,On-site,Kent King,Web,Active
4363,2016-03-03,Office Clerk,Full-time,2016-05-27,6819.8,Crawfordville,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Michael Payne,Web,Active
4364,2011-12-23,Mechanic,Full-time,2012-02-27,4751.0,West Brandy,Retail,Mechanic responsible for various operational tasks.,On-site,Angela Harris,Web,Active
4365,2009-10-27,Office Clerk,Full-time,2009-12-15,656.46,Garnerview,Construction,Office Clerk responsible for various operational tasks.,On-site,Ryan Garcia,Phone,Active
4366,2007-10-30,Office Clerk,Full-time,2007-12-05,7952.23,New Maureen,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Joseph Crawford,Email,Active
4367,2011-08-04,Warehouse Worker,Full-time,2011-12-09,4550.7,Lake Nathanielfurt,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Matthew Reese,Phone,Active
4368,2007-03-26,Warehouse Worker,Full-time,2008-02-13,3449.3,Maldonadoberg,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Brenda Fischer,Email,Active
4369,2006-02-07,Warehouse Worker,Full-time,2006-11-21,1333.94,Hensonmouth,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Jennifer Allen,Phone,Active
4370,2007-09-04,Security Guard,Part-time,2007-09-08,7513.38,Ruizbury,Manufacturing,Security Guard responsible for various operational tasks.,Remote,Adrian Armstrong,Phone,Active
4371,2019-10-06,Office Clerk,Full-time,2020-08-30,6107.68,Katherinehaven,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Edward Tran,Phone,Active
4372,2012-07-10,Sales Associate,Full-time,2013-05-16,4160.25,Erikaside,Finance,Sales Associate responsible for various operational tasks.,On-site,Eric Villa,Web,Active
4373,2015-06-19,Warehouse Worker,Full-time,2016-01-09,2230.88,Staceymouth,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Robert Cantrell,Email,Active
4374,2019-09-03,Office Clerk,Full-time,2020-06-28,5432.54,South Wayne,Finance,Office Clerk responsible for various operational tasks.,On-site,Melissa Phillips,Web,Active
4375,2008-10-29,Nurse,Full-time,2008-12-12,1005.38,South Andreville,Healthcare,Nurse responsible for various operational tasks.,On-site,Shannon Clark,Phone,Active
4376,2017-01-13,Office Clerk,Full-time,2017-07-17,3010.97,North Sherry,Transportation,Office Clerk responsible for various operational tasks.,On-site,Craig Walker,Web,Active
4377,2014-12-01,Software Engineer,Part-time,2015-04-06,6033.74,Port Donna,Technology,Software Engineer responsible for various operational tasks.,Hybrid,Cynthia Lopez,Phone,Active
4378,2014-06-16,Office Clerk,Full-time,2014-10-27,6799.31,Leonbury,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Brian Mcmillan,Email,Active
4379,2019-08-02,Mechanic,Full-time,2020-04-06,5768.58,Ashleyland,Construction,Mechanic responsible for various operational tasks.,On-site,Cindy Allen,Phone,Active
4380,2008-09-13,Sales Associate,Full-time,2008-12-14,6189.09,Atkinstown,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Richard Frank DVM,Phone,Active
4381,2007-08-31,Office Clerk,Full-time,2007-12-26,5556.8,Mariaview,Finance,Office Clerk responsible for various operational tasks.,On-site,James Wilson,Web,Active
4382,2012-06-06,Office Clerk,Full-time,2012-06-04,7443.8,Lake Joseph,Finance,Office Clerk responsible for various operational tasks.,On-site,Lisa Villarreal,Web,Active
4383,2012-06-19,Software Engineer,Full-time,2013-02-07,4828.83,Kelliemouth,Transportation,Software Engineer responsible for various operational tasks.,On-site,Karl Fox,Email,Active
4384,2006-06-16,Nurse,Full-time,2007-02-09,1865.51,Jonesborough,Healthcare,Nurse responsible for various operational tasks.,On-site,Jane Lin,Phone,Active
4385,2012-03-06,Nurse,Full-time,2013-01-27,2494.79,South Taylor,Healthcare,Nurse responsible for various operational tasks.,On-site,Crystal Green,Email,Active
4386,2021-03-08,Cashier,Full-time,2021-08-29,5733.65,Lake Michael,Hospitality,Cashier responsible for various operational tasks.,Remote,Troy Graves,Web,Active
4387,2019-02-13,Software Engineer,Full-time,2019-11-04,2370.16,Lake Joshua,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Alicia Richardson,Web,Active
4388,2008-10-10,Mechanic,Full-time,2008-12-27,989.3,Blanchardside,Hospitality,Mechanic responsible for various operational tasks.,On-site,Eric Davis,Web,Active
4389,2010-12-06,Nurse,Full-time,2011-09-09,7022.22,Moorechester,Healthcare,Nurse responsible for various operational tasks.,On-site,Sydney Williams,Phone,Active
4390,2008-05-15,Sales Associate,Full-time,2009-02-20,7584.35,Robertburgh,Finance,Sales Associate responsible for various operational tasks.,On-site,Justin Washington,Web,Active
4391,2015-11-16,Warehouse Worker,Full-time,2016-10-13,2826.85,Lopezhaven,Construction,Warehouse Worker responsible for various operational tasks.,On-site,Jeffrey Flowers,Web,Active
4392,2020-03-16,Sales Associate,Full-time,2020-09-09,6996.26,North Roger,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Gabrielle Lucas,Phone,Active
4393,2011-09-13,Software Engineer,Full-time,2011-11-03,7279.67,South Suzanne,Technology,Software Engineer responsible for various operational tasks.,Hybrid,Billy Miller,Web,Active
4394,2015-05-03,Mechanic,Full-time,2015-07-18,6650.31,South Tara,Hospitality,Mechanic responsible for various operational tasks.,On-site,Jeffrey Moore,Web,Active
4395,2006-04-03,Sales Associate,Full-time,2006-10-21,7885.23,Marymouth,Technology,Sales Associate responsible for various operational tasks.,On-site,Christina Vaughn,Email,Active
4396,2015-08-18,Security Guard,Part-time,2016-05-23,7476.27,Frankside,Hospitality,Security Guard responsible for various operational tasks.,Remote,Dennis Green,Web,Active
4397,2018-12-22,Warehouse Worker,Full-time,2019-04-11,5698.9,Gonzalezborough,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Matthew Brewer,Web,Active
4398,2019-06-29,Warehouse Worker,Part-time,2019-06-25,2921.59,East Jasonport,Hospitality,Warehouse Worker responsible for various operational tasks.,Hybrid,Sarah Figueroa,Web,Active
4399,2012-04-14,Sales Associate,Full-time,2013-02-10,7813.57,Choiton,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Ronald Davis,Web,Active
4400,2017-12-07,Office Clerk,Full-time,2018-05-11,5314.88,South Lisa,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Anna Flowers,Email,Active
4401,2011-03-08,Software Engineer,Full-time,2011-08-22,1218.59,New Kathleen,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Joseph Pena,Phone,Active
4402,2009-07-20,Sales Associate,Full-time,2010-03-19,2948.38,Port Coreyburgh,Retail,Sales Associate responsible for various operational tasks.,On-site,Susan Cruz,Email,Active
4403,2018-12-17,Security Guard,Part-time,2018-12-14,7378.24,Taylorbury,Retail,Security Guard responsible for various operational tasks.,Hybrid,Tammy Miller,Email,Active
4404,2005-12-04,Sales Associate,Full-time,2006-12-15,7865.57,Daniellechester,Construction,Sales Associate responsible for various operational tasks.,On-site,Elizabeth Lucas,Email,Active
4405,2006-05-28,Office Clerk,Full-time,2006-12-07,3754.66,Reedtown,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Debra Larson,Phone,Active
4406,2020-09-12,Cashier,Full-time,2020-10-08,4985.76,Christinaton,Manufacturing,Cashier responsible for various operational tasks.,On-site,Richard Cox,Email,Active
4407,2014-07-23,Software Engineer,Full-time,2014-09-17,2548.06,Zacharystad,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Elizabeth Hill,Web,Active
4408,2024-04-10,Software Engineer,Full-time,2024-06-09,1325.62,South Rickyberg,Technology,Software Engineer responsible for various operational tasks.,On-site,Brian White,Web,Active
4409,2015-01-09,Office Clerk,Full-time,2015-09-19,6554.51,New Brittanyton,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Austin Wood,Email,Active
4410,2018-12-06,Software Engineer,Full-time,2019-07-05,3582.23,South Christopherville,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Jimmy Douglas,Web,Active
4411,2024-11-13,Office Clerk,Part-time,2024-11-07,3898.5,Wallschester,Retail,Office Clerk responsible for various operational tasks.,Hybrid,Wesley Zamora,Email,Active
4412,2012-05-17,Nurse,Part-time,2012-05-14,1219.69,Manningmouth,Manufacturing,Nurse responsible for various operational tasks.,On-site,Chelsea Dodson,Web,Terminated
4413,2011-12-30,Mechanic,Full-time,2012-09-27,4760.24,Ginamouth,Construction,Mechanic responsible for various operational tasks.,On-site,Robin Martinez,Web,Active
4414,2009-01-12,Cashier,Full-time,2009-04-23,4345.72,New Travisside,Construction,Cashier responsible for various operational tasks.,On-site,Joseph Cardenas,Web,Active
4415,2025-03-13,Sales Associate,Part-time,2025-03-15,2352.39,Lake Alfredmouth,Technology,Sales Associate responsible for various operational tasks.,Remote,Darlene Bishop,Email,Active
4416,2018-02-01,Cashier,Full-time,2018-02-06,2703.82,East Tracy,Construction,Cashier responsible for various operational tasks.,Remote,Richard Patrick,Web,Terminated
4417,2019-11-22,Sales Associate,Full-time,2020-11-01,5670.58,Juanland,Technology,Sales Associate responsible for various operational tasks.,On-site,James Rodgers,Web,Active
4418,2017-02-27,Nurse,Full-time,2017-05-31,649.49,Susanmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Michael Morrison,Email,Active
4419,2012-02-15,Software Engineer,Full-time,2012-05-06,1328.21,New Marc,Transportation,Software Engineer responsible for various operational tasks.,On-site,Robert Escobar,Phone,Active
4420,2018-11-16,Cashier,Full-time,2019-03-27,1959.05,Olsonmouth,Healthcare,Cashier responsible for various operational tasks.,On-site,Christina Nolan,Email,Active
4421,2018-09-04,Cashier,Full-time,2019-01-06,2035.4,Cindyshire,Manufacturing,Cashier responsible for various operational tasks.,On-site,Jenna Bell,Web,Active
4422,2005-12-18,Sales Associate,Full-time,2006-05-15,7508.0,Lake Karamouth,Technology,Sales Associate responsible for various operational tasks.,On-site,Ashley Escobar,Email,Active
4423,2009-04-10,Office Clerk,Full-time,2009-12-21,4617.72,West Dominic,Retail,Office Clerk responsible for various operational tasks.,On-site,Karen Campbell,Phone,Active
4424,2021-04-14,Mechanic,Full-time,2022-04-13,3586.23,Markport,Technology,Mechanic responsible for various operational tasks.,On-site,Stephanie Fitzgerald,Web,Active
4425,2022-10-10,Cashier,Part-time,2023-04-02,4976.64,Rachaelshire,Construction,Cashier responsible for various operational tasks.,Hybrid,Thomas Gonzales,Phone,Active
4426,2008-11-19,Cashier,Full-time,2009-07-10,1937.48,South Jacobmouth,Retail,Cashier responsible for various operational tasks.,On-site,Christopher Thompson,Email,Active
4427,2020-05-26,Mechanic,Full-time,2020-11-13,664.45,East Tylerhaven,Hospitality,Mechanic responsible for various operational tasks.,On-site,Elizabeth Morrison,Email,Active
4428,2011-03-25,Mechanic,Full-time,2012-02-06,5525.8,Joeborough,Technology,Mechanic responsible for various operational tasks.,On-site,Thomas Watts,Web,Active
